5257;0;0.00;inf
5260;1;0.00;1299.00
5262;2;0.00;1299.00
5264;3;0.00;1299.00
5266;4;0.00;1299.00
5268;5;0.00;1299.00
5270;6;0.00;1299.00
5272;7;0.00;1299.00
5275;8;0.00;1299.00
5277;9;0.00;1299.00
5279;10;0.00;1299.00
5280;11;0.00;1299.00
5282;12;0.00;1299.00
5284;13;0.00;1299.00
5286;14;0.00;1299.00
5288;15;0.00;1299.00
5290;16;0.00;1299.00
5292;17;0.00;1299.00
5294;18;0.00;1299.00
5296;19;0.00;1299.00
5298;20;0.00;1299.00
5300;21;0.00;1299.00
5302;22;0.00;1299.00
5304;23;-0.00;1299.00
5306;24;-0.00;1299.00
5309;25;-0.00;1299.00
5311;26;-0.00;1299.00
5313;27;-0.00;1299.00
5315;28;-0.00;1299.00
5317;29;-0.00;1299.00
5319;30;-0.00;1299.00
5321;31;-0.00;1299.00
5323;32;-0.00;1299.00
5328;33;-0.00;1299.00
5330;34;-0.00;1299.00
5335;35;-0.00;1299.00
5338;36;-0.00;222.00
5340;37;-0.00;222.00
5343;38;-0.00;222.00
5346;39;-0.00;222.00
5349;40;-0.00;222.00
5355;41;-0.00;222.00
5357;42;-0.00;222.00
5359;43;-0.00;222.00
5362;44;-0.00;222.00
5364;45;-0.00;222.00
5366;46;-0.00;222.00
5367;47;-0.00;222.00
5369;48;-0.00;222.00
5371;49;-0.00;222.00
5373;50;-0.00;222.00
5375;51;-0.00;222.00
5377;52;-0.00;222.00
5379;53;-0.00;222.00
5381;54;-0.00;222.00
5383;55;-0.00;222.00
5385;56;-0.00;222.00
5387;57;0.00;222.00
5388;58;0.00;222.00
5391;59;0.00;222.00
5393;60;-0.00;222.00
5395;61;-0.00;222.00
5397;62;-0.00;222.00
5398;63;-0.00;222.00
5400;64;-0.00;222.00
5402;65;-0.00;222.00
5404;66;-0.00;222.00
5406;67;0.00;222.00
5408;68;0.00;222.00
5410;69;-0.00;222.00
5412;70;-0.00;222.00
5414;71;0.00;222.00
5416;72;-0.00;222.00
5418;73;-0.00;222.00
